DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2022-0112-IRL,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),IRL,Ireland,Northern Europe,Europe,,,,No,No,No,,,Kph,,,,2022,2,18,2022,2,18,1,,,,,,,,,,,96.04634213,,2022-02-24,2023-09-25
2022-0112-NLD,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),NLD,Netherlands (Kingdom of the),Western Europe,Europe,,,,No,No,No,,,Kph,,,,2022,2,18,2022,2,18,4,,,,,,,,,568420,591818,96.04634213,,2022-02-24,2023-09-25
2022-0112-POL,No,nat-met-sto-ext,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Eunice' (Zeynep),POL,Poland,Eastern Europe,Europe,,,,No,No,No,,,Kph,,,,2022,2,18,2022,2,18,4,,,,,,,,,,,96.04634213,,2022-02-24,2023-09-25
2022-0115-IDN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,IDN,Indonesia,South-eastern Asia,Asia,"Pasaman Regency, West Pasaman Regency (West Sumatra Province)",,,No,No,No,,6.1,Moment Magnitude,0.216,100.096,,2022,2,25,2022,2,25,15,388,24000,515,24903,,,,,39000,40605,96.04634213,"[{""adm2_code"":73745,""adm2_name"":""Kota Pasaman""},{""adm2_code"":73822,""adm2_name"":""Kota Pasaman Barat""}]",2022-02-28,2024-04-23
2022-0119-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kelantan, Pahang, and Terengganu",Heavy rains,,No,No,No,,,Km2,,,,2022,2,25,2022,2,28,6,,26000,,26000,,,,,240,250,96.04634213,"[{""adm1_code"":1893,""adm1_name"":""Kelantan""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1904,""adm1_name"":""Terengganu""}]",2022-02-28,2023-09-25
2022-0119-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,,Heavy rains,,No,No,No,,,Km2,,,,2022,2,25,2022,2,28,6,,60000,,60000,,,,,,,96.04634213,,2022-02-28,2023-09-25
2022-0120-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Banten Province (western Java), Central Java, East Java",Heavy rains,,No,No,No,,,Km2,,,,2022,2,26,2022,3,5,13,,31800,,31800,,,,,62000,64552,96.04634213,"[{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""},{""adm1_code"":1521,""adm1_name"":""Jawa Timur""},{""adm1_code"":73610,""adm1_name"":""Banten""}]",2022-03-02,2024-04-23
2022-0121-COL,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,COL,Colombia,Latin America and the Caribbean,Americas,"Urabá, Turbo, Apartadó, Chigorodó, Carepa, Mutatá, Murindó, Cocorná Municipality (Antioquia Department); Caldas and Chocó; Cauca, Cundinamarca, Chocó, Huila, Tolima, the Coffee Region, Nariño and Santander",Heavy rains,,No,No,Yes,,,,,,,2022,3,1,2022,3,15,22,21,21500,,21521,,,,,,,96.04634213,"[{""adm1_code"":944,""adm1_name"":""Cauca""},{""adm1_code"":946,""adm1_name"":""Choco""},{""adm1_code"":952,""adm1_name"":""Huila""},{""adm1_code"":955,""adm1_name"":""Narino""},{""adm1_code"":961,""adm1_name"":""Santander""},{""adm1_code"":963,""adm1_name"":""Tolima""},{""adm2_code"":13352,""adm2_name"":""Apartado""},{""adm2_code"":13366,""adm2_name"":""Caldas""},{""adm2_code"":13371,""adm2_name"":""Carepa""},{""adm2_code"":13375,""adm2_name"":""Chigorodo""},{""adm2_code"":13377,""adm2_name"":""Cocorna""},{""adm2_code"":13410,""adm2_name"":""Murindo""},{""adm2_code"":13411,""adm2_name"":""Mutata""},{""adm2_code"":13453,""adm2_name"":""Turbo""}]",2022-03-02,2023-09-25
2022-0126-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Madison county (Iowa state); Illinois, Indiana, Ohio, Arkansas, Kentucky, New Hampshire, Pennsylvania, Maryland, New York, New Jersey, New England",,Hail,No,No,Yes,,275,Kph,,,,2022,3,5,2022,3,7,8,,90,,90,,,,,820000,853755,96.04634213,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm2_code"":29527,""adm2_name"":""Madison""}]",2022-03-07,2024-04-23
2022-0130-DOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,DOM,Dominican Republic,Latin America and the Caribbean,Americas,Puerto Plata Province,Heavy rains,,No,No,No,,,Km2,,,,2022,3,5,2022,3,6,,,210,,210,,,,,,,96.04634213,"[{""adm1_code"":1125,""adm1_name"":""Puerto Plata""}]",2022-03-16,2023-09-25
2022-0130-HTI,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,HTI,Haiti,Latin America and the Caribbean,Americas,Limbé Arrondissement,Heavy rains,,No,No,No,,,Km2,,,,2022,3,5,2022,3,6,2,,500,,500,,,,,,,96.04634213,"[{""adm2_code"":17191,""adm2_name"":""Limbe""}]",2022-03-16,2023-09-25
2022-0131-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Kuala Lumpur, Melaka, Negeri Sembilan; Gombak, Hulu Langat, Kuala Langat, Petaling and Sepang (Selangor)",Heavy rains,,No,No,No,,,Km2,,,,2022,3,6,2022,3,7,,,1290,,1290,,,,,,,96.04634213,"[{""adm1_code"":1894,""adm1_name"":""Kuala Lumpur""},{""adm1_code"":1895,""adm1_name"":""Melaka""},{""adm1_code"":1896,""adm1_name"":""Negeri Sembilan""},{""adm2_code"":37390,""adm2_name"":""Hulu Perak""},{""adm2_code"":37454,""adm2_name"":""Gombak""},{""adm2_code"":37457,""adm2_name"":""Kuala Langat""},{""adm2_code"":37459,""adm2_name"":""Petaling""},{""adm2_code"":37461,""adm2_name"":""Sepang""},{""adm2_code"":37462,""adm2_name"":""Ulu Langat""}]",2022-03-16,2023-09-25
2022-0132-USA,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),,Adkins Ave Fire and Bertha Swamp Road Fires; Cottonwood Complex Fires,USA,United States of America,Northern America,Americas,"Calhoun and Gulf Counties (Florida); Reno, Harvey Counties (Kansas)","Prolonged period of dry conditions, steady winds, and abundant fuels",,No,No,No,,,Km2,,,,2022,3,4,2022,3,9,,,156,108,264,,,,,,,96.04634213,"[{""adm2_code"":29004,""adm2_name"":""Calhoun""},{""adm2_code"":29019,""adm2_name"":""Gulf""},{""adm2_code"":29605,""adm2_name"":""Harvey""},{""adm2_code"":29643,""adm2_name"":""Reno""}]",2022-03-16,2024-08-27
2022-0133-ECU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Cotopaxi, Azuay, Chimborazo, El Oro, Esmeraldas, Guayas, Los Ríos, Pichincha Provinces",Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,7,2022,3,8,,,600,,600,,,,,,,96.04634213,"[{""adm1_code"":1135,""adm1_name"":""Azuay""},{""adm1_code"":1139,""adm1_name"":""Chimborazo""},{""adm1_code"":1140,""adm1_name"":""Cotopaxi""},{""adm1_code"":1141,""adm1_name"":""El Oro""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":22005,""adm1_name"":""Guayas""},{""adm1_code"":22006,""adm1_name"":""Pichincha""}]",2022-03-16,2023-09-25
2022-0136-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Purworejo and Kebumen regencies (Java); Balikpapan City (East Kalimantan),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,14,2022,3,17,4,3,16000,,16003,,,,,,,96.04634213,"[{""adm2_code"":18041,""adm2_name"":""Kebumen""},{""adm2_code"":18055,""adm2_name"":""Purworejo""},{""adm2_code"":18130,""adm2_name"":""Kota Balikpapan""}]",2022-03-16,2024-04-23
2022-0137-MDG,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Gombe',MDG,Madagascar,Sub-Saharan Africa,Africa,"Maroantsetra (Analanjirofo Region), Antalaha Towns (Sava Region), Toamasina and Mahajanga Provinces",,,No,No,No,,90,Kph,,,,2022,3,11,2022,3,12,2,,900,,900,,,,,,,96.04634213,"[{""adm2_code"":154527,""adm2_name"":""Maroantsetra""},{""adm2_code"":154556,""adm2_name"":""Toamasina I""},{""adm2_code"":154557,""adm2_name"":""Toamasina II""},{""adm2_code"":154563,""adm2_name"":""Mahajanga I""},{""adm2_code"":154564,""adm2_name"":""Mahajanga II""},{""adm2_code"":154596,""adm2_name"":""Antalaha""}]",2022-03-16,2023-09-25
2022-0137-MOZ,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Gombe',MOZ,Mozambique,Sub-Saharan Africa,Africa,"Nampula, Zambezia, Sofala, Beira,Tete and Niassa provinces",,Flood,No,No,No,,185,Kph,,,,2022,3,11,2022,3,14,63,108,736015,,736123,,,,,,,96.04634213,"[{""adm1_code"":2118,""adm1_name"":""Nampula""},{""adm1_code"":2119,""adm1_name"":""Niassa""},{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2121,""adm1_name"":""Tete""},{""adm1_code"":2122,""adm1_name"":""Zambezia""}]",2022-03-16,2024-04-23
2022-0137-MWI,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Gombe',MWI,Malawi,Sub-Saharan Africa,Africa,"Nsanje, Chikwawa, Phalombe, Machinga, Mangochi districts.",,Flood,No,No,No,,,Kph,,,,2022,3,11,2022,3,14,7,,,,,,,,,,,96.04634213,"[{""adm2_code"":19322,""adm2_name"":""Chikwawa""},{""adm2_code"":19325,""adm2_name"":""Mangochi""},{""adm2_code"":19328,""adm2_name"":""Nsanje""},{""adm2_code"":42175,""adm2_name"":""Machinga""},{""adm2_code"":42177,""adm2_name"":""Phalombe""}]",2022-03-16,2023-09-25
2022-0144-IDN,No,nat-geo-vol-pyr,Natural,Geophysical,Volcanic activity,Pyroclastic flow,,Mount Merapi,IDN,Indonesia,South-eastern Asia,Asia,Special Region of Yogyakarta,,,No,No,No,,,,,,,2022,3,6,2022,3,10,,,253,,253,,,,,,,96.04634213,"[{""adm1_code"":1515,""adm1_name"":""Daerah Istimewa Yogyakarta""}]",2022-03-17,2024-04-23
2022-0149-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,Petrópolis City and the Fluminense Mountain Region (Rio de Janeiro State),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,20,2022,3,22,8,,800,,800,,,,,,,96.04634213,"[{""adm1_code"":683,""adm1_name"":""Rio De Janeiro""}]",2022-03-22,2023-09-25
2022-0153-JPN,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,,,JPN,Japan,Eastern Asia,Asia,Fukushima Prefecture,,,No,No,No,,7.3,Moment Magnitude,37.702,141.587,,2022,3,16,2022,3,16,3,183,558,,741,,,2800000,2915259,8800000,9162244,96.04634213,"[{""adm1_code"":1657,""adm1_name"":""Hukusima""}]",2022-03-23,2024-04-23
2022-0157-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Bastrop, Cass, Cooke, Grayson, Guadalupe, Houston, Jack, Madison, Marion, Montague, Nacogdoches, Panola, Rusk, Upshur, Williamson, and Wise counties (Texas); Oklahoma, Louisiana; Adams, Attala, Clay, Copiah, George, Hinds, Holmes, Jefferson, Kemper, Lauderdale, Madison, Smith, Warren, Oktibbehaand Yazoo Counties (Mississippi); Perry, Chilton, Bibb, Shelby, and Talladega Counties (Alabama); Ohio, South and North Carolina",,Hail,No,No,Yes,,,Kph,,,,2022,3,21,2022,3,23,5,50,,,50,,,2300000,2394677,3000000,3123492,96.04634213,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":28694,""adm2_name"":""Bibb""},{""adm2_code"":28701,""adm2_name"":""Chilton""},{""adm2_code"":28743,""adm2_name"":""Perry""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":28751,""adm2_name"":""Talladega""},{""adm2_code"":30079,""adm2_name"":""Adams""},{""adm2_code"":30082,""adm2_name"":""Attala""},{""adm2_code"":30091,""adm2_name"":""Clay""},{""adm2_code"":30093,""adm2_name"":""Copiah""},{""adm2_code"":30098,""adm2_name"":""George""},{""adm2_code"":30103,""adm2_name"":""Hinds""},{""adm2_code"":30104,""adm2_name"":""Holmes""},{""adm2_code"":30110,""adm2_name"":""Jefferson""},{""adm2_code"":30113,""adm2_name"":""Kemper""},{""adm2_code"":30116,""adm2_name"":""Lauderdale""},{""adm2_code"":30123,""adm2_name"":""Madison""},{""adm2_code"":30131,""adm2_name"":""Oktibbeha""},{""adm2_code"":30143,""adm2_name"":""Smith""},{""adm2_code"":30153,""adm2_name"":""Warren""},{""adm2_code"":30160,""adm2_name"":""Yazoo""},{""adm2_code"":31210,""adm2_name"":""Bastrop""},{""adm2_code"":31233,""adm2_name"":""Cass""},{""adm2_code"":31248,""adm2_name"":""Cooke""},{""adm2_code"":31290,""adm2_name"":""Grayson""},{""adm2_code"":31293,""adm2_name"":""Guadalupe""},{""adm2_code"":31312,""adm2_name"":""Houston""},{""adm2_code"":31318,""adm2_name"":""Jack""},{""adm2_code"":31353,""adm2_name"":""Madison""},{""adm2_code"":31354,""adm2_name"":""Marion""},{""adm2_code"":31368,""adm2_name"":""Montague""},{""adm2_code"":31373,""adm2_name"":""Nacogdoches""},{""adm2_code"":31382,""adm2_name"":""Panola""},{""adm2_code"":31400,""adm2_name"":""Rusk""},{""adm2_code"":31429,""adm2_name"":""Upshur""},{""adm2_code"":31445,""adm2_name"":""Williamson""},{""adm2_code"":31448,""adm2_name"":""Wise""}]",2022-03-23,2023-09-25
2022-0163-PER,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,PER,Peru,Latin America and the Caribbean,Americas,"Retamas (Pataz Province, La Libertad Department); Callalli District (Caylloma Province, Arequipa Region); Piura Region",Heavy rains,Flood,No,No,No,,,,,,,2022,3,15,2022,3,15,10,,3113,,3113,,,,,,,96.04634213,"[{""adm1_code"":2347,""adm1_name"":""Piura""},{""adm2_code"":24043,""adm2_name"":""Caylloma""},{""adm2_code"":24124,""adm2_name"":""Pataz""}]",2022-03-23,2023-09-25
2022-0172-VNM,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,VNM,Viet Nam,South-eastern Asia,Asia,"Tuyen Quang,Bac Kan and Cao Bang provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,22,2022,3,23,,1,225,,226,,,,,,,96.04634213,"[{""adm1_code"":3328,""adm1_name"":""Bac Kan""},{""adm1_code"":3338,""adm1_name"":""Cao Bang""},{""adm1_code"":3387,""adm1_name"":""Tuyen Quang""}]",2022-03-25,2023-09-25
2022-0175-CAF,No,nat-cli-wil-wil,Natural,Climatological,Wildfire,Wildfire (General),GLIDE:FR-2022-000179,,CAF,Central African Republic,Sub-Saharan Africa,Africa,Bakala (Ouaka),Drought and very high temperatures,,No,No,No,,,Km2,,,,2022,2,24,2022,2,25,,,30000,,30000,,,,,,,96.04634213,"[{""adm2_code"":12882,""adm2_name"":""Bakala""}]",2022-03-25,2023-09-25
2022-0176-PHL,No,nat-geo-vol-vol,Natural,Geophysical,Volcanic activity,Volcanic activity (General),,Taal,PHL,Philippines,South-eastern Asia,Asia,Agoncillo and Laurel minicpalities (Batangas Province),,,No,No,No,,,,,,,2022,3,26,2022,3,31,,,10415,,10415,,,,,,,96.04634213,"[{""adm2_code"":24227,""adm2_name"":""Batangas""}]",2022-03-28,2023-09-25
2022-0177-ECU,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,GLIDE:EQ-2022-000194,,ECU,Ecuador,Latin America and the Caribbean,Americas,"Cotopaxi, Esmeraldas, Guayas, Imbabura, Los Ríos, Manabí, Pichincha, Santo Domingo de los Tsáchilas, Tungurahua",,,No,No,No,,5.8,Moment Magnitude,0.909,-79.589,,2022,3,26,2022,3,26,1,2,7802,,7804,,,,,,,96.04634213,"[{""adm1_code"":1140,""adm1_name"":""Cotopaxi""},{""adm1_code"":1142,""adm1_name"":""Esmeraldas""},{""adm1_code"":1145,""adm1_name"":""Imbabura""},{""adm1_code"":1147,""adm1_name"":""Los Rios""},{""adm1_code"":1148,""adm1_name"":""Manabi""},{""adm1_code"":1155,""adm1_name"":""Tungurahua""},{""adm1_code"":22005,""adm1_name"":""Guayas""},{""adm1_code"":22006,""adm1_name"":""Pichincha""},{""adm1_code"":22008,""adm1_name"":""Santo Domingo de los Tsachilas""}]",2022-03-28,2023-09-25
2022-0178-ECU,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,ECU,Ecuador,Latin America and the Caribbean,Americas,Azuay Province,Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,27,2022,3,28,4,27,81,,108,,,,,,,96.04634213,"[{""adm1_code"":1135,""adm1_name"":""Azuay""}]",2022-03-28,2023-09-25
2022-0183-AUS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,AUS,Australia,Australia and New Zealand,Oceania,South-east Queensland (QLD); northern New South Wales (NSW),Heavy rains,,No,No,No,,,Km2,,,,2022,3,25,2022,3,31,4,12,6000,,6012,,,,,,,96.04634213,"[{""adm1_code"":470,""adm1_name"":""New South Wales""},{""adm1_code"":473,""adm1_name"":""Queensland""}]",2022-03-31,2023-09-25
2022-0184-MWI,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2022-000181,Polio,MWI,Malawi,Sub-Saharan Africa,Africa,Lilongwe district,,,No,No,Yes,,,Vaccinated,,,,2022,2,17,2022,3,31,,,,,,,,,,,,96.04634213,"[{""adm2_code"":19310,""adm2_name"":""Lilongwe""}]",2022-03-31,2023-09-25
2022-0185-USA,No,nat-met-sto-sev,Natural,Meteorological,Storm,Severe weather,,,USA,United States of America,Northern America,Americas,"Washington County (Arkansas); Shelby, Chilton, Bibb Counties (Alabama); Iowa, Kansas, Missouri; Newton county (Texas); Lousiana; Bolivar, Calhoun, Hinds, Warren, Yazoo Counties (Mississippi); Trigg County (Kentucky); Washington County (Florida); Armstrong County (Pennsylvania)",,Flood|Hail,No,No,No,,177,Kph,,,,2022,3,29,2022,4,1,2,,90,,90,,,,,1300000,1353513,96.04634213,"[{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm2_code"":28694,""adm2_name"":""Bibb""},{""adm2_code"":28701,""adm2_name"":""Chilton""},{""adm2_code"":28748,""adm2_name"":""Shelby""},{""adm2_code"":28861,""adm2_name"":""Washington""},{""adm2_code"":29064,""adm2_name"":""Washington""},{""adm2_code"":29781,""adm2_name"":""Trigg""},{""adm2_code"":30084,""adm2_name"":""Bolivar""},{""adm2_code"":30085,""adm2_name"":""Calhoun""},{""adm2_code"":30103,""adm2_name"":""Hinds""},{""adm2_code"":30153,""adm2_name"":""Warren""},{""adm2_code"":30160,""adm2_name"":""Yazoo""},{""adm2_code"":30923,""adm2_name"":""Armstrong""},{""adm2_code"":31375,""adm2_name"":""Newton""}]",2022-04-01,2023-09-25
2022-0190-BRA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,BRA,Brazil,Latin America and the Caribbean,Americas,"Angra dos Reis, Paraty, Mesquita, Duque de Caxias, Cachoeiras de Macacu (Rio de Janeiro state)",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,4,1,2022,4,4,23,,31500,,31500,,,,,136000,141598,96.04634213,"[{""adm2_code"":9895,""adm2_name"":""Angra Dos Reis""},{""adm2_code"":9907,""adm2_name"":""Cachoeiras De Macacu""},{""adm2_code"":9919,""adm2_name"":""Duque De Caxias""},{""adm2_code"":9943,""adm2_name"":""Nova Iguacu""},{""adm2_code"":9946,""adm2_name"":""Parati""}]",2022-04-05,2024-04-24
2022-0192-COL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COL,Colombia,Latin America and the Caribbean,Americas,"Cundinamarca, Cauca, Antioquia, Huila, Nariño, Caldas, Quindío, Risaralda, Tolima, and Valle del Cauca",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,3,15,2022,4,3,10,14,5500,,5514,,,,,,,96.04634213,"[{""adm1_code"":935,""adm1_name"":""Antioquia""},{""adm1_code"":941,""adm1_name"":""Caldas""},{""adm1_code"":944,""adm1_name"":""Cauca""},{""adm1_code"":948,""adm1_name"":""Cundinamarca""},{""adm1_code"":952,""adm1_name"":""Huila""},{""adm1_code"":955,""adm1_name"":""Narino""},{""adm1_code"":958,""adm1_name"":""Quindio""},{""adm1_code"":959,""adm1_name"":""Risaralda""},{""adm1_code"":963,""adm1_name"":""Tolima""},{""adm1_code"":964,""adm1_name"":""Valle Del Cauca""}]",2022-04-06,2023-09-25
2022-0193-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Dallas Fort, Johnson, Collin, Smith counties (Texas); Marengo County (Alabama); Lee, Houston, Berkeley Counties (Georgia); Allendale county (South Carolina); Covington, Jefferson Davis, Lauderdale, Newton, Wayne Counties (Mississippi); Florida",,,No,No,No,,,Kph,,,,2022,4,4,2022,4,7,3,,,,,,,2500000,2602910,3200000,3331725,96.04634213,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm2_code"":28736,""adm2_name"":""Marengo""},{""adm2_code"":29076,""adm2_name"":""Bleckley""},{""adm2_code"":29140,""adm2_name"":""Houston""},{""adm2_code"":29152,""adm2_name"":""Lee""},{""adm2_code"":30094,""adm2_name"":""Covington""},{""adm2_code"":30111,""adm2_name"":""Jefferson Davis""},{""adm2_code"":30116,""adm2_name"":""Lauderdale""},{""adm2_code"":30129,""adm2_name"":""Newton""},{""adm2_code"":30155,""adm2_name"":""Wayne""},{""adm2_code"":30995,""adm2_name"":""Allendale""},{""adm2_code"":31242,""adm2_name"":""Collin""},{""adm2_code"":31256,""adm2_name"":""Dallas""},{""adm2_code"":31325,""adm2_name"":""Johnson""},{""adm2_code"":31411,""adm2_name"":""Smith""}]",2022-04-06,2023-09-25
2022-0194-TUN,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,GLIDE:FL-2022-000190,,TUN,Tunisia,Northern Africa,Africa,"Siliana, Kairouan, Gafsa, Sidi Bouzid,Jendouba, Beja, el Kef, Kaserine and Zaghouan",,,No,No,No,,,Km2,,,,2022,3,19,2022,3,19,1,,4000,,4000,,,,,,,96.04634213,"[{""adm1_code"":2996,""adm1_name"":""Beja""},{""adm1_code"":2998,""adm1_name"":""Gafsa""},{""adm1_code"":2999,""adm1_name"":""Jendouba""},{""adm1_code"":3000,""adm1_name"":""Kairouan""},{""adm1_code"":3001,""adm1_name"":""Kasserine""},{""adm1_code"":3003,""adm1_name"":""Le Kef""},{""adm1_code"":3010,""adm1_name"":""Sidi Bouz""},{""adm1_code"":3011,""adm1_name"":""Siliana""},{""adm1_code"":3016,""adm1_name"":""Zaghouan""},{""adm2_code"":39237,""adm2_name"":""El Mnihla""},{""adm2_code"":39239,""adm2_name"":""Kalaat El Andalous""}]",2022-04-06,2023-09-25
2022-0195-PHL,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,PHL,Philippines,South-eastern Asia,Asia,"Maguindanao Province (Bangsamoro Region, western Mindanao); Agusan del Sur Province (Caraga Region, northern Mindanao); Mamasapano, Agusan del Sur, Davao de Oro and Sarangani provinces","Heavy rains, low-pressure system and the Intertropical Convergence Zone",Lightening|Storm,No,No,No,,,Km2,,,,2022,4,3,2022,4,7,3,,1955,,1955,,,,,,,96.04634213,"[{""adm2_code"":24276,""adm2_name"":""Agusan Del Sur""},{""adm2_code"":67174,""adm2_name"":""Maguindanao""},{""adm2_code"":24266,""adm2_name"":""Compostela""},{""adm2_code"":24270,""adm2_name"":""Saranggani""}]",2022-04-07,2024-04-24
2022-0199-THA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,THA,Thailand,South-eastern Asia,Asia,"Chumphon, Nakhon Si Thammarat, Narathiwat, Phatthalung, Surat Thani",Incessant rains,,No,No,No,,,Km2,,,,2022,4,3,2022,4,5,,,108500,,108500,,,,,13000,13535,96.04634213,"[{""adm1_code"":2862,""adm1_name"":""Chumphon""},{""adm1_code"":2875,""adm1_name"":""Nakhon Nayok""},{""adm1_code"":2880,""adm1_name"":""Nakhon Si Thammarat""},{""adm1_code"":2882,""adm1_name"":""Narathiwat""},{""adm1_code"":2890,""adm1_name"":""Phatthalung""},{""adm1_code"":2916,""adm1_name"":""Surat Thani""}]",2022-04-08,2023-09-25
2022-0200-COL,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,COL,Colombia,Latin America and the Caribbean,Americas,La Antigua village (Antioquia department),Torrential rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2022,4,7,2022,4,8,20,25,,,25,,,,,,,96.04634213,"[{""adm1_code"":935,""adm1_name"":""Antioquia""}]",2022-04-08,2023-09-25
